student_id,name,gender,race_ethnicity,parental_education,lunch,test_preparation_course,age,major
S0333,Student333,male,group E,associate's degree,standard,completed,18,计算机科学与技术
S0334,Student334,male,group B,associate's degree,standard,none,18,网络工程
S0335,Student335,female,group C,bachelor's degree,standard,none,21,计算机科学与技术
S0336,Student336,female,group B,some college,free/reduced,none,21,大数据技术
S0337,Student337,male,group D,some high school,standard,completed,22,计算机科学与技术
S0338,Student338,male,group C,associate's degree,standard,none,19,大数据技术
S0339,Student339,female,group B,some high school,free/reduced,none,22,计算机科学与技术
S0340,Student340,female,group D,some high school,free/reduced,completed,20,软件工程
S0341,Student341,male,group C,high school,free/reduced,none,21,网络工程
S0342,Student342,female,group C,high school,standard,none,18,信息管理与信息系统
S0343,Student343,female,group B,high school,standard,completed,21,软件工程
S0344,Student344,male,group D,associate's degree,standard,completed,21,大数据技术
S0345,Student345,male,group D,some college,standard,none,20,大数据技术
S0346,Student346,female,group C,high school,standard,none,20,计算机科学与技术
S0347,Student347,male,group B,some college,standard,none,18,信息管理与信息系统
S0348,Student348,female,group C,bachelor's degree,standard,completed,19,计算机科学与技术
S0349,Student349,male,group D,high school,free/reduced,none,21,信息管理与信息系统
S0350,Student350,male,group E,associate's degree,standard,none,22,软件工程
S0351,Student351,female,group B,bachelor's degree,standard,none,20,软件工程
S0352,Student352,male,group E,some college,standard,none,20,大数据技术
S0353,Student353,female,group C,some college,standard,completed,21,信息管理与信息系统
S0354,Student354,female,group C,associate's degree,standard,none,21,信息管理与信息系统
S0355,Student355,female,group C,some college,standard,none,22,计算机科学与技术
S0356,Student356,female,group B,bachelor's degree,standard,none,21,软件工程
S0357,Student357,male,group A,associate's degree,standard,none,18,软件工程
S0358,Student358,female,group C,some college,free/reduced,completed,21,大数据技术
S0359,Student359,male,group D,some college,free/reduced,none,21,软件工程
S0360,Student360,female,group D,some college,standard,none,22,大数据技术
S0361,Student361,female,group B,high school,standard,none,21,网络工程
S0362,Student362,male,group B,some high school,standard,completed,20,计算机科学与技术
S0363,Student363,female,group C,some college,standard,none,18,计算机科学与技术
S0364,Student364,female,group D,some high school,free/reduced,none,19,大数据技术
S0365,Student365,male,group C,some college,standard,none,21,软件工程
S0366,Student366,male,group A,bachelor's degree,free/reduced,completed,20,软件工程
S0367,Student367,male,group C,high school,standard,completed,21,网络工程
S0368,Student368,male,group C,bachelor's degree,free/reduced,none,19,信息管理与信息系统
S0369,Student369,female,group A,some high school,free/reduced,none,21,大数据技术
S0370,Student370,female,group D,some high school,standard,none,18,计算机科学与技术
S0371,Student371,male,group E,some college,standard,none,22,软件工程
S0372,Student372,female,group C,some college,free/reduced,completed,21,信息管理与信息系统
S0373,Student373,male,group D,some high school,standard,none,21,计算机科学与技术
S0374,Student374,female,group D,some college,standard,completed,19,软件工程
S0375,Student375,female,group D,bachelor's degree,standard,none,21,网络工程
S0376,Student376,male,group E,associate's degree,free/reduced,none,19,大数据技术
S0377,Student377,female,group D,some high school,standard,none,22,信息管理与信息系统
S0378,Student378,female,group D,master's degree,free/reduced,completed,22,信息管理与信息系统
S0379,Student379,female,group A,some high school,standard,none,22,软件工程
S0380,Student380,male,group A,bachelor's degree,standard,none,20,网络工程
S0381,Student381,female,group B,associate's degree,standard,none,22,信息管理与信息系统
S0382,Student382,male,group C,associate's degree,standard,completed,20,计算机科学与技术
S0383,Student383,male,group C,master's degree,free/reduced,none,22,计算机科学与技术
S0384,Student384,female,group E,some high school,free/reduced,none,22,信息管理与信息系统
S0385,Student385,female,group A,some high school,free/reduced,none,19,计算机科学与技术
S0386,Student386,female,group E,some college,standard,none,21,信息管理与信息系统
S0387,Student387,female,group E,bachelor's degree,standard,none,22,网络工程
S0388,Student388,female,group C,associate's degree,free/reduced,none,22,信息管理与信息系统
S0389,Student389,female,group D,high school,standard,none,19,大数据技术
S0390,Student390,male,group D,master's degree,standard,none,20,大数据技术
S0391,Student391,male,group E,some high school,free/reduced,completed,20,信息管理与信息系统
S0392,Student392,female,group D,some college,standard,none,19,信息管理与信息系统
S0393,Student393,male,group E,some college,standard,none,19,计算机科学与技术
S0394,Student394,male,group C,associate's degree,standard,completed,18,大数据技术
S0395,Student395,female,group C,some high school,standard,completed,21,计算机科学与技术
S0396,Student396,male,group A,high school,free/reduced,none,18,软件工程
S0397,Student397,female,group B,high school,free/reduced,none,18,软件工程
S0398,Student398,female,group C,associate's degree,standard,none,18,计算机科学与技术
S0399,Student399,male,group B,some high school,standard,none,20,大数据技术
S0400,Student400,male,group D,some high school,standard,none,19,大数据技术
S0401,Student401,female,group C,some high school,standard,completed,20,计算机科学与技术
S0402,Student402,male,group A,some college,standard,none,21,信息管理与信息系统
S0403,Student403,female,group A,some college,free/reduced,none,19,软件工程
S0404,Student404,female,group D,high school,standard,completed,19,软件工程
S0405,Student405,female,group C,high school,standard,none,18,计算机科学与技术
S0406,Student406,female,group C,some high school,standard,none,20,信息管理与信息系统
S0407,Student407,male,group B,associate's degree,standard,completed,22,网络工程
S0408,Student408,female,group B,associate's degree,standard,none,20,大数据技术
S0409,Student409,female,group D,high school,free/reduced,completed,19,计算机科学与技术
S0410,Student410,male,group D,associate's degree,standard,completed,19,软件工程
S0411,Student411,female,group D,master's degree,standard,completed,18,软件工程
S0412,Student412,male,group E,some college,standard,completed,18,计算机科学与技术
S0413,Student413,male,group D,associate's degree,standard,none,18,计算机科学与技术
S0414,Student414,male,group B,some high school,standard,completed,19,网络工程
S0415,Student415,female,group C,bachelor's degree,free/reduced,completed,22,大数据技术
S0416,Student416,male,group E,high school,standard,none,22,计算机科学与技术
S0417,Student417,male,group C,bachelor's degree,standard,completed,21,信息管理与信息系统
S0418,Student418,male,group C,associate's degree,standard,none,22,软件工程
S0419,Student419,male,group D,some college,standard,none,19,软件工程
S0420,Student420,male,group E,high school,free/reduced,completed,19,软件工程
S0421,Student421,female,group C,associate's degree,free/reduced,completed,18,网络工程
S0422,Student422,female,group D,high school,standard,completed,20,网络工程
S0423,Student423,female,group D,master's degree,free/reduced,completed,20,信息管理与信息系统
S0424,Student424,female,group A,some high school,standard,completed,19,软件工程
S0425,Student425,male,group B,some college,free/reduced,none,21,网络工程
S0426,Student426,female,group C,some college,free/reduced,none,19,软件工程
S0427,Student427,male,group C,bachelor's degree,standard,none,20,计算机科学与技术
S0428,Student428,male,group C,some high school,free/reduced,none,21,计算机科学与技术
S0429,Student429,male,group A,some high school,free/reduced,none,21,信息管理与信息系统
S0430,Student430,male,group C,some high school,free/reduced,none,21,大数据技术
S0431,Student431,male,group C,associate's degree,free/reduced,none,21,软件工程
S0432,Student432,female,group C,high school,standard,none,19,信息管理与信息系统
S0433,Student433,male,group C,high school,standard,none,19,软件工程
S0434,Student434,female,group A,some high school,free/reduced,none,18,计算机科学与技术
S0435,Student435,male,group C,some high school,standard,none,19,大数据技术
S0436,Student436,male,group C,some college,free/reduced,completed,21,信息管理与信息系统
S0437,Student437,male,group D,associate's degree,standard,none,22,软件工程
S0438,Student438,male,group D,associate's degree,free/reduced,none,20,网络工程
S0439,Student439,male,group C,high school,standard,none,18,网络工程
S0440,Student440,male,group D,some high school,standard,completed,22,网络工程
S0441,Student441,female,group C,some college,standard,completed,22,软件工程
S0442,Student442,female,group D,high school,standard,none,20,信息管理与信息系统
S0443,Student443,female,group A,some high school,free/reduced,none,21,软件工程
S0444,Student444,female,group B,associate's degree,standard,none,18,软件工程
S0445,Student445,male,group A,some high school,free/reduced,none,20,信息管理与信息系统
S0446,Student446,female,group C,some high school,standard,completed,21,信息管理与信息系统
S0447,Student447,male,group D,some college,free/reduced,none,21,网络工程
S0448,Student448,male,group C,high school,standard,completed,22,信息管理与信息系统
S0449,Student449,male,group B,high school,standard,none,20,信息管理与信息系统
S0450,Student450,male,group B,associate's degree,standard,none,20,网络工程
S0451,Student451,female,group C,some college,free/reduced,completed,20,计算机科学与技术
S0452,Student452,female,group E,some college,standard,none,22,计算机科学与技术
S0453,Student453,female,group C,associate's degree,free/reduced,none,18,计算机科学与技术
S0454,Student454,male,group C,some college,free/reduced,none,18,软件工程
S0455,Student455,female,group C,associate's degree,free/reduced,none,22,软件工程
S0456,Student456,male,group C,bachelor's degree,free/reduced,none,19,信息管理与信息系统
S0457,Student457,female,group D,bachelor's degree,standard,none,21,大数据技术
S0458,Student458,male,group D,associate's degree,free/reduced,none,19,大数据技术
S0459,Student459,female,group E,bachelor's degree,standard,none,21,大数据技术
S0460,Student460,male,group B,high school,standard,completed,20,大数据技术
S0461,Student461,male,group C,bachelor's degree,free/reduced,none,18,信息管理与信息系统
S0462,Student462,male,group B,some college,free/reduced,none,22,大数据技术
S0463,Student463,female,group E,some college,standard,none,18,网络工程
S0464,Student464,female,group C,some college,free/reduced,none,22,信息管理与信息系统
S0465,Student465,male,group A,bachelor's degree,standard,completed,18,大数据技术
S0466,Student466,female,group C,some college,standard,none,20,信息管理与信息系统
S0467,Student467,female,group D,associate's degree,free/reduced,none,22,软件工程
S0468,Student468,male,group A,high school,free/reduced,completed,21,软件工程
S0469,Student469,female,group A,high school,free/reduced,completed,19,网络工程
S0470,Student470,male,group C,some college,standard,none,21,网络工程
S0471,Student471,female,group C,associate's degree,standard,completed,19,计算机科学与技术
S0472,Student472,female,group C,high school,standard,none,22,信息管理与信息系统
S0473,Student473,female,group C,associate's degree,standard,completed,18,大数据技术
S0474,Student474,female,group D,some high school,standard,none,18,软件工程
S0475,Student475,female,group B,associate's degree,standard,completed,21,信息管理与信息系统
S0476,Student476,female,group D,bachelor's degree,standard,completed,20,大数据技术
S0477,Student477,male,group E,bachelor's degree,standard,completed,21,软件工程
S0478,Student478,male,group D,associate's degree,standard,none,22,大数据技术
S0479,Student479,female,group D,master's degree,standard,none,18,信息管理与信息系统
S0480,Student480,male,group E,associate's degree,standard,none,21,软件工程
S0481,Student481,male,group B,high school,standard,completed,19,计算机科学与技术
S0482,Student482,female,group D,associate's degree,free/reduced,none,21,计算机科学与技术
S0483,Student483,male,group C,some college,free/reduced,none,19,计算机科学与技术
S0484,Student484,male,group A,high school,standard,none,22,计算机科学与技术
S0485,Student485,female,group B,associate's degree,standard,none,20,信息管理与信息系统
S0486,Student486,male,group C,high school,standard,none,18,网络工程
S0487,Student487,male,group D,some college,free/reduced,none,21,计算机科学与技术
S0488,Student488,female,group C,associate's degree,free/reduced,none,18,计算机科学与技术
S0489,Student489,male,group B,some high school,standard,completed,20,网络工程
S0490,Student490,male,group A,associate's degree,free/reduced,completed,18,大数据技术
S0491,Student491,female,group A,associate's degree,free/reduced,none,19,大数据技术
S0492,Student492,female,group C,associate's degree,standard,none,20,信息管理与信息系统
S0493,Student493,female,group C,some college,standard,none,20,网络工程
S0494,Student494,female,group C,bachelor's degree,standard,none,20,软件工程
S0495,Student495,female,group B,high school,standard,none,19,网络工程
S0496,Student496,male,group D,high school,standard,completed,18,信息管理与信息系统
S0497,Student497,female,group C,some college,standard,none,19,计算机科学与技术
S0498,Student498,female,group D,some college,free/reduced,completed,19,信息管理与信息系统
S0499,Student499,female,group B,some high school,standard,none,22,信息管理与信息系统
S0500,Student500,male,group E,some college,standard,none,19,信息管理与信息系统
S0501,Student501,female,group D,master's degree,standard,none,20,计算机科学与技术
S0502,Student502,female,group B,associate's degree,standard,completed,20,网络工程
S0503,Student503,male,group C,some college,free/reduced,none,22,软件工程
S0504,Student504,female,group E,associate's degree,standard,completed,21,网络工程
S0505,Student505,female,group D,master's degree,free/reduced,none,20,网络工程
S0506,Student506,female,group B,some high school,standard,none,20,计算机科学与技术
S0507,Student507,male,group A,high school,standard,none,22,大数据技术
S0508,Student508,male,group B,bachelor's degree,free/reduced,none,22,信息管理与信息系统
S0509,Student509,male,group C,master's degree,standard,none,21,信息管理与信息系统
S0510,Student510,female,group C,bachelor's degree,standard,none,20,软件工程
S0511,Student511,male,group D,some college,standard,none,18,信息管理与信息系统
S0512,Student512,male,group A,some high school,standard,none,19,大数据技术
S0513,Student513,male,group D,some high school,free/reduced,none,21,信息管理与信息系统
S0514,Student514,female,group B,some high school,standard,completed,22,软件工程
S0515,Student515,female,group B,master's degree,free/reduced,completed,21,大数据技术
S0516,Student516,female,group C,some high school,standard,completed,18,信息管理与信息系统
S0517,Student517,female,group D,some college,standard,none,19,大数据技术
S0518,Student518,female,group E,some college,standard,completed,22,大数据技术
S0519,Student519,female,group D,some high school,standard,completed,19,网络工程
S0520,Student520,female,group B,high school,free/reduced,completed,21,大数据技术
S0521,Student521,male,group D,some college,standard,none,18,大数据技术
S0522,Student522,female,group C,associate's degree,standard,none,22,大数据技术
S0523,Student523,male,group D,bachelor's degree,standard,none,19,网络工程
S0524,Student524,male,group C,master's degree,free/reduced,none,19,信息管理与信息系统
S0525,Student525,male,group C,high school,standard,completed,19,软件工程
S0526,Student526,male,group E,some college,standard,none,19,信息管理与信息系统
S0527,Student527,male,group C,some high school,free/reduced,completed,18,信息管理与信息系统
S0528,Student528,female,group C,high school,free/reduced,none,20,软件工程
S0529,Student529,female,group D,bachelor's degree,free/reduced,none,20,软件工程
S0530,Student530,female,group C,associate's degree,standard,none,18,大数据技术
S0531,Student531,female,group C,associate's degree,standard,completed,20,信息管理与信息系统
S0532,Student532,female,group C,some high school,standard,none,18,网络工程
S0533,Student533,male,group E,associate's degree,standard,completed,20,信息管理与信息系统
S0534,Student534,female,group E,associate's degree,standard,completed,19,软件工程
S0535,Student535,male,group B,high school,standard,completed,21,网络工程
S0536,Student536,female,group C,bachelor's degree,free/reduced,completed,21,信息管理与信息系统
S0537,Student537,male,group C,associate's degree,standard,completed,18,计算机科学与技术
S0538,Student538,female,group D,high school,standard,none,22,计算机科学与技术
S0539,Student539,male,group E,bachelor's degree,standard,completed,21,信息管理与信息系统
S0540,Student540,male,group A,associate's degree,standard,completed,19,计算机科学与技术
S0541,Student541,male,group C,high school,standard,completed,20,网络工程
S0542,Student542,male,group D,associate's degree,free/reduced,completed,22,计算机科学与技术
S0543,Student543,female,group C,associate's degree,standard,none,22,信息管理与信息系统
S0544,Student544,female,group D,associate's degree,standard,none,18,大数据技术
S0545,Student545,female,group D,master's degree,standard,none,22,计算机科学与技术
S0546,Student546,male,group E,some high school,free/reduced,completed,18,大数据技术
S0547,Student547,female,group A,some high school,standard,completed,19,计算机科学与技术
S0548,Student548,male,group C,high school,standard,completed,21,计算机科学与技术
S0549,Student549,female,group C,high school,free/reduced,none,22,计算机科学与技术
S0550,Student550,male,group C,master's degree,standard,none,18,网络工程
S0551,Student551,male,group C,some high school,free/reduced,none,22,信息管理与信息系统
S0552,Student552,male,group B,bachelor's degree,free/reduced,completed,22,软件工程
S0553,Student553,female,group B,associate's degree,standard,none,19,软件工程
S0554,Student554,male,group D,some college,free/reduced,none,19,网络工程
S0555,Student555,male,group E,associate's degree,standard,none,18,大数据技术
S0556,Student556,female,group C,some college,free/reduced,none,18,网络工程
S0557,Student557,female,group C,associate's degree,standard,completed,18,网络工程
S0558,Student558,male,group C,master's degree,free/reduced,none,21,网络工程
S0559,Student559,female,group B,associate's degree,free/reduced,none,20,大数据技术
S0560,Student560,male,group D,some high school,standard,none,20,软件工程
S0561,Student561,female,group D,some college,standard,completed,19,软件工程
S0562,Student562,female,group C,some college,standard,none,22,计算机科学与技术
S0563,Student563,male,group C,bachelor's degree,standard,completed,20,大数据技术
S0564,Student564,female,group D,some college,free/reduced,completed,20,信息管理与信息系统
S0565,Student565,male,group B,bachelor's degree,free/reduced,none,19,网络工程
S0566,Student566,male,group B,associate's degree,standard,none,18,信息管理与信息系统
S0567,Student567,female,group E,bachelor's degree,free/reduced,completed,18,计算机科学与技术
S0568,Student568,female,group D,master's degree,free/reduced,completed,18,计算机科学与技术
S0569,Student569,male,group B,high school,free/reduced,none,20,网络工程
S0570,Student570,male,group D,bachelor's degree,free/reduced,none,18,网络工程
S0571,Student571,male,group B,some college,standard,completed,22,软件工程
S0572,Student572,male,group A,bachelor's degree,standard,none,18,计算机科学与技术
S0573,Student573,female,group C,some college,standard,none,20,计算机科学与技术
S0574,Student574,female,group C,high school,free/reduced,completed,19,大数据技术
S0575,Student575,female,group E,high school,standard,none,18,网络工程
S0576,Student576,male,group A,associate's degree,free/reduced,completed,18,软件工程
S0577,Student577,male,group A,some college,standard,completed,20,计算机科学与技术
S0578,Student578,female,group B,high school,standard,none,22,信息管理与信息系统
S0579,Student579,female,group B,some college,free/reduced,completed,21,大数据技术
S0580,Student580,female,group D,master's degree,standard,none,21,信息管理与信息系统
S0581,Student581,female,group D,some high school,standard,none,21,信息管理与信息系统
S0582,Student582,female,group E,some high school,standard,none,20,信息管理与信息系统
S0583,Student583,female,group D,bachelor's degree,free/reduced,none,21,信息管理与信息系统
S0584,Student584,female,group D,associate's degree,standard,completed,22,信息管理与信息系统
S0585,Student585,female,group D,some college,standard,none,20,计算机科学与技术
S0586,Student586,female,group C,associate's degree,standard,none,21,软件工程
S0587,Student587,female,group A,high school,standard,none,18,信息管理与信息系统
S0588,Student588,female,group C,bachelor's degree,free/reduced,none,21,计算机科学与技术
S0589,Student589,female,group C,some college,standard,none,18,网络工程
S0590,Student590,female,group A,some high school,standard,none,21,计算机科学与技术
S0591,Student591,male,group C,some college,free/reduced,none,22,计算机科学与技术
S0592,Student592,male,group A,some high school,standard,none,20,大数据技术
S0593,Student593,male,group E,bachelor's degree,standard,none,20,大数据技术
S0594,Student594,female,group E,high school,standard,none,19,大数据技术
S0595,Student595,female,group C,bachelor's degree,standard,completed,21,信息管理与信息系统
S0596,Student596,female,group C,bachelor's degree,standard,completed,22,大数据技术
S0597,Student597,male,group B,high school,free/reduced,none,18,软件工程
S0598,Student598,male,group A,some high school,standard,none,19,计算机科学与技术
S0599,Student599,female,group D,high school,standard,none,19,大数据技术
S0600,Student600,female,group D,some high school,standard,none,20,软件工程
S0601,Student601,female,group D,master's degree,standard,none,18,计算机科学与技术
S0602,Student602,female,group C,high school,standard,none,19,软件工程
S0603,Student603,female,group E,some college,standard,none,20,网络工程
S0604,Student604,male,group D,high school,free/reduced,none,20,网络工程
S0605,Student605,male,group D,master's degree,free/reduced,completed,21,计算机科学与技术
S0606,Student606,male,group C,some high school,standard,none,20,大数据技术
S0607,Student607,female,group C,associate's degree,standard,none,18,信息管理与信息系统
S0608,Student608,female,group C,master's degree,free/reduced,none,20,大数据技术
S0609,Student609,female,group E,some college,standard,none,20,大数据技术
S0610,Student610,female,group B,associate's degree,standard,none,19,网络工程
S0611,Student611,male,group D,some college,free/reduced,completed,19,大数据技术
S0612,Student612,female,group C,some college,standard,none,20,网络工程
S0613,Student613,male,group C,bachelor's degree,standard,completed,20,大数据技术
S0614,Student614,female,group C,associate's degree,standard,none,19,大数据技术
S0615,Student615,female,group A,associate's degree,standard,none,22,软件工程
S0616,Student616,female,group C,high school,standard,none,21,信息管理与信息系统
S0617,Student617,female,group E,bachelor's degree,standard,none,18,网络工程
S0618,Student618,male,group D,bachelor's degree,standard,none,18,网络工程
S0619,Student619,male,group D,master's degree,standard,none,19,信息管理与信息系统
S0620,Student620,male,group C,associate's degree,free/reduced,completed,21,信息管理与信息系统
S0621,Student621,female,group C,high school,free/reduced,none,19,大数据技术
S0622,Student622,male,group B,bachelor's degree,free/reduced,none,19,大数据技术
S0623,Student623,male,group C,high school,free/reduced,completed,22,软件工程
S0624,Student624,male,group A,some college,standard,completed,22,计算机科学与技术
S0625,Student625,female,group E,bachelor's degree,free/reduced,none,21,大数据技术
S0626,Student626,male,group D,some college,standard,completed,19,信息管理与信息系统
S0627,Student627,male,group B,associate's degree,free/reduced,completed,21,信息管理与信息系统
S0628,Student628,male,group D,associate's degree,standard,none,19,信息管理与信息系统
S0629,Student629,male,group D,some college,free/reduced,none,18,大数据技术
S0630,Student630,female,group C,some high school,standard,completed,22,信息管理与信息系统
S0631,Student631,male,group D,some college,standard,none,22,大数据技术
S0632,Student632,male,group B,high school,standard,none,18,信息管理与信息系统
S0633,Student633,female,group B,bachelor's degree,standard,completed,20,计算机科学与技术
S0634,Student634,female,group C,high school,standard,none,22,大数据技术
S0635,Student635,male,group D,some high school,standard,none,22,计算机科学与技术
S0636,Student636,male,group A,high school,standard,none,22,大数据技术
S0637,Student637,female,group B,high school,free/reduced,completed,21,计算机科学与技术
S0638,Student638,female,group D,some high school,standard,completed,21,网络工程
S0639,Student639,male,group E,some college,standard,none,20,软件工程
S0640,Student640,female,group D,associate's degree,standard,none,20,软件工程
S0641,Student641,male,group D,high school,standard,none,18,计算机科学与技术
S0642,Student642,female,group D,associate's degree,free/reduced,completed,20,计算机科学与技术
S0643,Student643,female,group B,some high school,free/reduced,none,18,计算机科学与技术
S0644,Student644,female,group E,high school,standard,completed,18,大数据技术
S0645,Student645,male,group B,high school,standard,none,22,计算机科学与技术
S0646,Student646,female,group B,bachelor's degree,standard,completed,18,软件工程
S0647,Student647,female,group D,associate's degree,standard,none,20,网络工程
S0648,Student648,female,group E,high school,free/reduced,none,21,软件工程
S0649,Student649,female,group B,high school,standard,none,18,大数据技术
S0650,Student650,female,group D,some college,standard,completed,22,计算机科学与技术
S0651,Student651,male,group C,some high school,free/reduced,completed,20,软件工程
S0652,Student652,female,group A,high school,standard,completed,20,信息管理与信息系统
S0653,Student653,female,group D,some college,standard,completed,22,网络工程
S0654,Student654,female,group A,associate's degree,standard,completed,18,信息管理与信息系统
S0655,Student655,female,group B,some high school,standard,none,18,软件工程
S0656,Student656,female,group B,some college,standard,none,22,网络工程
S0657,Student657,male,group C,associate's degree,free/reduced,none,19,软件工程
S0658,Student658,male,group D,some high school,standard,none,22,大数据技术
S0659,Student659,female,group D,associate's degree,free/reduced,none,22,网络工程
S0660,Student660,male,group D,associate's degree,standard,none,19,信息管理与信息系统
S0661,Student661,male,group C,some college,free/reduced,none,18,大数据技术
S0662,Student662,male,group C,some high school,standard,none,21,信息管理与信息系统
S0663,Student663,female,group D,some college,free/reduced,none,21,大数据技术
S0664,Student664,female,group C,high school,standard,none,18,软件工程
S0665,Student665,male,group D,associate's degree,standard,none,19,信息管理与信息系统
